Customer Name,Age,Satisfaction,Ticket_Count,Avg_Response_Hours,Avg_Resolution_Hours,High_Priority_Tickets,Cluster,PCA1,PCA2,Segment
Chelsea Jimenez,57,,1,21.0,,0,0,-0.553925452992034,1.3547275699639876,Low Engagement Customers
Chelsea Oconnor,62,,1,15.0,,1,1,0.9702383499201619,0.5797947805344366,High Value Satisfied Customers
Chelsea Russell,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Chelsea West,54,,1,16.0,,0,0,-0.5542757540168586,0.770655661136131,Low Engagement Customers
Chelsey Martin,64,,1,,,1,1,0.9666334596365291,0.25914819252812166,High Value Satisfied Customers
Cheryl Clements DVM,18,1.0,1,10.0,3.0,0,4,-0.8455620577962978,-0.6402718042538261,
Cheryl Collins,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Cheryl Fisher,63,1.0,1,10.0,21.0,0,7,-0.12986775887995464,2.87026732982691,
Cheryl Hill,39,,1,19.0,,1,1,0.9907660366404677,0.39588816003962496,High Value Satisfied Customers
Cheryl Huerta,37,,1,,,1,1,0.9881563351999956,-0.4330341690483196,High Value Satisfied Customers
Cheryl Johnson,37,,1,,,0,4,-0.5432832633807235,-0.13851476985821884,
Cheryl Lee,26,,1,,,0,4,-0.5345146844474594,-0.42051499124121344,
Cheryl Mccoy,42,5.0,1,14.0,17.0,0,6,-0.31262063744101315,-0.12230169109708482,
Cheryl Merritt,26,,1,15.0,,0,4,-0.532504081242602,-0.04859563571071772,
Cheryl Rush,36,2.0,1,11.0,8.0,0,4,-0.6592619453310627,-0.006734182087333425,
Cheryl Smith,37,2.0,2,7.5,22.0,2,5,5.615175682994212,0.9266904363303181,
Cheryl Whitehead,53,4.0,1,3.0,10.0,0,3,-0.6110286822998856,-1.2885876842224218,
Cheyenne Martin,52,,1,3.0,,0,3,-0.5598099692098507,-0.5992402759961712,
Chloe Lang,67,3.0,1,7.0,8.0,0,3,-0.6948346966844067,-0.20178129099599135,
Chris Hayes,49,,1,14.0,,0,3,-0.5513867289771153,0.43960863930904487,
Chris Hendrix,49,,1,,,0,3,-0.5528489858533753,0.16912183528686617,
Christian Bates,60,,1,2.0,,1,1,0.9647041347271696,-0.7901011565978655,High Value Satisfied Customers
Christian Bell,27,,1,,,0,4,-0.5353118279868471,-0.39487860747912296,
Christian Cannon,59,2.0,1,14.0,15.0,0,7,-0.38367563512221337,1.8037732463827345,
Christian Collins,20,,1,,,0,4,-0.5297318232111335,-0.5743332938137559,
Christian Glenn,45,,1,,,0,3,-0.5496604116958247,0.0665763002385045,
Christian Gonzalez,18,,1,,,1,1,1.0033020624483606,-0.9201254605280375,High Value Satisfied Customers
Christian Goodman,37,,1,12.0,,1,1,0.9885218994190605,-0.36541246804277494,High Value Satisfied Customers
Christian Graves,54,3.0,1,1.0,20.0,1,1,1.3447215287292915,0.1330989217146083,High Value Satisfied Customers
Christian Hamilton,22,,1,7.0,,0,4,-0.5337022777138313,-0.9626015828256154,
Christian Johnson,63,,1,19.0,,0,0,-0.5598050068855549,1.305680769519896,Low Engagement Customers
Christian Medina,60,,1,20.0,,1,1,0.9745743686419247,1.035684770551841,High Value Satisfied Customers
Christian Olson,39,5.0,1,13.0,16.0,1,6,1.1789083921965609,-0.7261017855699219,
Christian Price,59,4.0,1,23.0,19.0,0,6,-0.22906173786986794,2.0723325809097948,
Christian Rice,43,,1,,,0,4,-0.5480661246170494,0.015303532714323676,
Christian Riggs,63,,1,18.0,,1,1,0.9710862453665667,0.9097288188214783,High Value Satisfied Customers
Christian Robertson,43,,1,2.0,,0,4,-0.5531840236839594,-0.9314002813633018,
Christian Smith,46,4.0,2,3.0,0.0,1,5,3.138178030324812,-3.0532566261478395,
Christian Snow,27,,1,7.0,,0,4,-0.5376879954107695,-0.8344196640151634,
Christian Thomas,30,,1,,,0,4,-0.53770325860501,-0.3179694561928517,
Christian Turner,22,,1,18.0,,0,0,-0.5276704680992589,0.15315648376587174,Low Engagement Customers
Christie Hartman,62,5.0,1,20.0,2.0,0,2,-0.951578228747837,-0.9650635941275967,Frequent Support Users
Christie Walker,42,,1,19.0,,0,0,-0.5430649925584142,0.767316710515997,Low Engagement Customers
Christina Banks,30,,1,20.0,,0,0,-0.532950923757165,0.5611126568792293,Low Engagement Customers
Christina Bennett,24,,1,,,0,4,-0.5329203973686841,-0.4717877587653943,
Christina Bishop,70,,1,,,0,3,-0.5695890001805158,0.7074858942907649,
Christina Bowman,30,,1,,,0,4,-0.53770325860501,-0.3179694561928517,
Christina Brown,53,5.0,1,2.0,18.0,0,6,-0.2862157190847368,-0.9265530953257461,
Christina Bullock,68,,1,,,0,3,-0.5679947131017405,0.6562131267665842,
Christina Conner,46,4.0,1,17.0,0.0,0,2,-1.0153083612509113,-1.357376574322098,Frequent Support Users
Christina Crane,68,,1,23.0,,1,1,0.969842259312616,1.5450734951735154,High Value Satisfied Customers
Christina Dillon,27,3.0,1,7.0,1.0,0,2,-0.9552245277378736,-2.143809588896645,Frequent Support Users
Christina Dunn,53,1.0,1,8.0,12.0,0,7,-0.49877589523766686,1.232587456796038,
Christina Foster,63,,1,,,1,1,0.9674306031759168,0.23351180876603134,High Value Satisfied Customers
Christina French,27,,1,,,0,4,-0.5353118279868471,-0.39487860747912296,
Christina Gray,36,,1,19.0,,0,0,-0.5382821313220884,0.6134984079434546,Low Engagement Customers
Christina Hahn,48,,1,2.0,,0,3,-0.5571697413808976,-0.8032183625528498,
Christina Houston,41,,1,,,0,4,-0.5464718375382741,-0.03596923480985717,
Christina Kim,47,,1,23.0,,0,0,-0.5448573249409625,1.3012288353597175,Low Engagement Customers
Christina Leonard,59,,1,22.0,,0,0,-0.5549713937422118,1.5074328889964854,Low Engagement Customers
Christina Lopez,35,3.0,1,11.0,18.0,0,7,-0.24959618578250795,0.6929745595318652,
Christina Mckinney,24,,1,,,0,4,-0.5329203973686841,-0.4717877587653943,
Christina Medina,22,,1,,,0,4,-0.5313261102899088,-0.523060526289575,
Christina Miller,28,,1,,,0,4,-0.5361089715262347,-0.3692422237170325,
Christina Ramirez,68,,1,23.0,,0,0,-0.5615973392681031,1.8395928943636162,Low Engagement Customers
Christina Ross,25,,1,8.0,,1,1,0.9958942365773223,-1.0787792792211282,High Value Satisfied Customers
Christina Stevens,36,2.0,1,22.0,6.0,0,0,-0.7367374421819111,0.8471458995278577,Low Engagement Customers
Christina Torres,37,5.0,1,2.0,11.0,0,2,-0.5657369950835072,-2.25330818293623,Frequent Support Users
Christina Turner,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Christina Ward,26,,1,,,0,4,-0.5345146844474594,-0.42051499124121344,
Christina Wheeler,48,5.0,1,9.0,23.0,1,6,1.461816287656655,0.015468409672661056,
Christina Wiggins,29,,1,22.0,,0,0,-0.5310570875605823,0.7383413761337728,Low Engagement Customers
Christine Bean,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Christine Brown,55,1.0,1,5.0,1.0,1,1,0.5701341917186701,-0.7552857467644628,High Value Satisfied Customers
Christine Cain,23,,1,11.0,,0,4,-0.532306035938829,-0.531234993030257,
Christine Calderon,42,,1,9.0,,1,1,0.9828911427363298,-0.541528203757274,High Value Satisfied Customers
Christine Cobb,38,3.0,2,12.5,22.0,0,5,2.5455731576184366,1.4644835765140025,
Christine Copeland,55,,1,,,0,3,-0.5576318470897011,0.32294013785940867,
Christine Daniels,27,5.0,1,1.0,19.0,0,6,-0.2242846801565451,-1.563592632160266,
Christine Davis,53,,2,,,1,5,3.605125680165162,-0.004156960374075201,
Christine Eaton,47,,1,8.0,,0,3,-0.553082519869925,-0.2202594372650381,
Christine Evans,40,4.0,1,5.0,14.0,0,6,-0.43255451069980966,-0.8952396001603703,
Christine Green,54,,1,23.0,,0,0,-0.550437329716676,1.4806835216943504,Low Engagement Customers
Christine Harper,65,3.0,1,3.0,0.0,1,1,0.5019765777990145,-2.0008156036487263,High Value Satisfied Customers
Christine Jordan,65,2.0,1,7.0,1.0,0,3,-0.9768480659166673,-0.5855822064370166,
Christine Long DDS,29,2.0,1,16.0,1.0,1,1,0.5882238170393845,-0.890118457487519,High Value Satisfied Customers
Christine Mcguire,37,,1,16.0,,0,0,-0.5407243138472685,0.33483713718059394,Low Engagement Customers
Christine Montes,65,,1,,,0,3,-0.5656032824835776,0.5793039754803129,
Christine Nelson,34,,1,,,0,4,-0.5408918327625606,-0.21542392114449005,
Christine Page,59,,1,,,1,1,0.9706191773334674,0.1309662737176696,High Value Satisfied Customers
Christine Parker,61,5.0,2,17.0,0.0,0,2,1.5937902109357063,-1.5381805489101368,Frequent Support Users
Christine Perez,36,,1,10.0,,0,4,-0.5432172482794658,-0.29939455563139866,
Christine Reynolds,42,5.0,1,2.0,18.0,0,6,-0.27744714015147265,-1.2085533167087406,
Christine Roberts,50,,1,19.0,,1,1,0.9819974577072036,0.6778883814226196,High Value Satisfied Customers
Christine Robertson,31,,1,,,0,4,-0.5385004021443976,-0.29233307243076134,
Christine Rush,63,,1,,,1,1,0.9674306031759168,0.23351180876603134,High Value Satisfied Customers
Christine Taylor,21,1.0,1,8.0,10.0,1,1,0.9746649901380362,-0.1441742077572524,High Value Satisfied Customers
Christine Wang,30,5.0,1,23.0,6.0,0,2,-0.7574099835707983,-0.9573742500369462,Frequent Support Users
Christine Williams,62,3.0,3,10.0,14.0,1,5,6.352204861166045,0.5028391374188914,
Christine Wilson,55,2.0,1,19.0,22.0,0,7,-0.08546975669270236,3.1249634162929953,
Christine Wolf,58,,1,19.0,,0,0,-0.5558192891886167,1.1774988507094437,Low Engagement Customers
Christopher Adams,60,3.0,2,17.5,19.0,0,5,2.4055167716967643,2.1428297993571324,
Christopher Alexander,63,1.0,1,21.0,18.0,0,7,-0.24909690896351336,3.5932084189539526,
Christopher Bailey,68,,1,,,1,1,0.9634448854789786,0.3616937275764834,High Value Satisfied Customers
Christopher Baker,60,,1,23.0,,0,0,-0.5552201909530019,1.6345018242668927,Low Engagement Customers
Christopher Bender,67,,1,,,0,3,-0.5671975695623529,0.6305767430044937,
Christopher Browning,31,,1,10.0,,0,4,-0.5392315305825276,-0.4275764744418508,
Christopher Cabrera,48,,1,7.0,,0,3,-0.5544280097379102,-0.2960556050112647,
Christopher Cain,58,,1,,,0,3,-0.5600232777078641,0.3998492891456799,
Christopher Carey,60,,1,8.0,,1,1,0.9679942126987546,-0.18150584754796342,High Value Satisfied Customers
Christopher Case,39,,1,17.0,,0,0,-0.5417702545974463,0.4875424562130918,Low Engagement Customers
Christopher Chase,31,,1,8.0,,0,4,-0.5403282232397226,-0.6304415774584848,
Christopher Choi,38,1.0,1,5.0,23.0,0,7,-0.029173595572830197,1.9840729632093603,
Christopher Chung,48,3.0,1,18.0,5.0,0,0,-0.7989181195196001,0.03406850665133354,Low Engagement Customers
Christopher Clark,41,,1,,,0,4,-0.5464718375382741,-0.03596923480985717,
Christopher Collins,43,,1,,,0,4,-0.5480661246170494,0.015303532714323676,
Christopher Compton,45,,1,15.0,,0,0,-0.5476498084909672,0.43849565576900024,Low Engagement Customers
Christopher Cooper,22,1.0,1,15.0,15.0,1,7,1.1864745370623828,1.246184999003798,
Christopher Crawford,36,,1,,,0,4,-0.5424861198413359,-0.16415115362030927,
Christopher Cuevas,30,1.0,1,20.0,7.0,0,0,-0.682629704052133,1.2054462859270219,Low Engagement Customers
Christopher Daniels,61,3.0,1,5.0,7.0,0,3,-0.7329021813379861,-0.6894036890733161,
Christopher Davis,36,,2,4.0,,0,5,2.0832163153443184,-0.8892947962005031,
Christopher Dougherty,35,,1,,,1,1,0.9897506222787709,-0.4843069365725004,High Value Satisfied Customers
Christopher Eaton,28,2.0,1,12.0,10.0,0,4,-0.5688291442219433,0.15148528430055666,
Christopher Ellis,44,3.0,2,13.5,8.0,0,5,1.9567874974527621,-0.11341146423921254,
Christopher English,22,3.0,1,2.0,6.0,0,4,-0.7452122755203708,-2.1244593028079413,
Christopher Ferguson,22,,1,,,0,4,-0.5313261102899088,-0.523060526289575,
Christopher Fox,42,,1,13.0,,0,4,-0.5463550705299992,0.1587214014660949,
Christopher Green,37,,2,0.0,,2,5,5.143104983651979,-1.8584274168518822,
Christopher Grimes,56,3.0,1,5.0,1.0,0,2,-0.9794383830373103,-1.603219562812657,Frequent Support Users
Christopher Gutierrez,21,4.0,2,10.0,2.0,1,5,3.245452349575107,-2.7222603746655842,
Christopher Hansen,34,2.0,1,22.0,13.0,0,0,-0.442867582474163,1.712446079420714,Low Engagement Customers
Christopher Hawkins,62,,1,,,0,3,-0.5632118518654147,0.5023948241940417,
Christopher Hays,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Christopher Henderson,69,,1,16.0,,0,3,-0.5662329071076733,1.1552014175674874,
Christopher Herrera,61,,1,12.0,,1,1,0.969390454473757,0.24986074224739513,High Value Satisfied Customers
Christopher Ho,23,,1,23.0,,0,0,-0.525725879995659,0.6859556250695473,Low Engagement Customers
Christopher Hughes,59,,1,,,0,3,-0.5608204212472517,0.42548567290777034,
Christopher Jenkins,35,,1,2.0,,0,4,-0.5468068753688582,-1.1364913514600252,
Christopher Johnson,39,5.0,2,12.0,9.0,0,5,1.9843685162536409,-1.4308928168243775,
Christopher Jones,30,2.6666666666666665,4,7.0,14.333333333333334,1,5,9.02259924688624,-0.3647997983493748,
Christopher Juarez,36,3.0,1,17.0,6.0,0,0,-0.7481470901428354,-0.2440616575139204,Low Engagement Customers
Christopher Koch,44,4.0,1,16.0,7.0,0,2,-0.7219868478717606,-0.5935089459375587,Frequent Support Users
Christopher Lane,18,,1,,,0,4,-0.5281375361323583,-0.6256060613379367,
Christopher Lang,60,,1,1.0,,0,3,-0.5672838101821469,-0.5970143089160819,
Christopher Lester,34,5.0,1,7.0,22.0,0,6,-0.10131364726254234,-0.3827256593112862,
Christopher Lewis,23,4.0,2,14.0,2.0,1,5,3.2460514478107214,-2.2652574011081352,
Christopher Long,31,,1,21.0,,0,0,-0.5331997209679552,0.6881815921496365,Low Engagement Customers
Christopher Lynch,45,5.0,1,9.0,19.0,1,6,1.2971931053439762,-0.5851967115662028,
Christopher Martinez,67,5.0,2,21.0,15.0,0,5,2.2175055335044265,0.9854528470178965,
Christopher Mason,35,,1,,,0,4,-0.5416889763019482,-0.18978753738239967,
Christopher Michael,25,2.0,1,19.0,18.0,1,7,1.3028695351388044,1.5375965342875892,
Christopher Moore,67,,2,1.0,,0,5,2.0568598266375084,-0.3988645541006513,
Christopher Morrison,61,,1,11.0,,1,1,0.9688421081451595,0.1484281907390781,High Value Satisfied Customers
Christopher Neal,35,3.0,1,0.0,10.0,1,1,0.9417823773219555,-1.7648148461549082,High Value Satisfied Customers
Christopher Nelson,41,3.0,2,20.0,21.0,0,5,2.505540671232044,2.1711978716245035,
Christopher Owen,42,,1,4.0,,0,4,-0.5512901874873768,-0.7541715621087582,
Christopher Patrick,44,,1,0.0,,1,1,0.9763617387001771,-1.4031483998079461,High Value Satisfied Customers
Christopher Peters,26,,1,,,0,4,-0.5345146844474594,-0.42051499124121344,
Christopher Ramirez,63,,1,11.0,,0,3,-0.5641917775143348,0.4942203574533597,
Christopher Reynolds,24,5.0,1,12.0,3.0,0,2,-0.8839198916471761,-2.6197675966654206,Frequent Support Users
Christopher Robbins,48,3.0,1,11.0,18.0,0,7,-0.25995905179454737,1.0262475484390408,
Christopher Rodriguez,19,4.0,1,23.0,15.0,0,0,-0.3641906092252037,0.5231212604735856,Low Engagement Customers
Christopher Rojas,31,,1,21.0,,0,0,-0.5331997209679552,0.6881815921496365,Low Engagement Customers
Christopher Romero,23,2.0,2,11.5,14.0,0,5,2.2316206548369073,0.5150381281693365,
Christopher Ross Jr.,42,1.0,1,11.0,9.0,1,1,0.9178163615639777,0.5675485132834492,High Value Satisfied Customers
Christopher Sanchez,48,3.0,1,0.0,19.0,0,7,-0.22423720817640946,0.041428474335701536,
Christopher Scott,42,,1,,,0,4,-0.5472689810776618,-0.010332851047766755,
Christopher Shaw,70,4.0,1,12.0,5.0,0,2,-0.8284132716756502,-0.5945711591327723,Frequent Support Users
Christopher Shelton,70,,1,18.0,,1,1,0.9655062405908532,1.089183505156111,High Value Satisfied Customers
Christopher Smith,48,,1,17.0,,0,0,-0.5489445464519351,0.7182699100719055,Low Engagement Customers
Christopher Spencer,27,,1,18.0,,0,0,-0.5316561857961971,0.28133840257632386,Low Engagement Customers
Christopher Stephens,21,5.0,1,9.0,6.0,1,2,0.7735270582640447,-2.9026768242022993,Frequent Support Users
Christopher Stone,60,,1,18.0,,0,0,-0.5579619225959894,1.1273390667253076,Low Engagement Customers
Christopher Sutton,32,1.0,1,18.0,11.0,0,0,-0.5183060708572617,1.5776099203871614,Low Engagement Customers
Christopher Thomas,62,,2,23.0,,0,5,2.072909163563592,1.7044696602718714,
Christopher Thompson,53,5.0,1,1.0,19.0,0,6,-0.24501041218062392,-0.897046654345915,
Christopher Tran,27,,1,17.0,,1,1,0.9992350664559245,-0.11461354812209393,High Value Satisfied Customers
Christopher Underwood,30,,1,8.0,,0,4,-0.539531079700335,-0.6560779612205752,
Christopher Wagner,24,,1,,,0,4,-0.5329203973686841,-0.4717877587653943,
Christopher Warner,19,,1,,,1,1,1.002504918908973,-0.894489076765947,High Value Satisfied Customers
Christopher Washington,65,,1,9.0,,0,3,-0.5668827572503051,0.34262802196090636,
Christopher West,33,,1,7.0,,0,4,-0.5424708566470954,-0.680601361442621,
Christopher Williams,49,4.0,1,2.0,7.0,0,2,-0.7336494141690637,-1.885382748243545,Frequent Support Users
Christopher Wilson,67,3.0,1,21.0,18.0,0,0,-0.26962131575693765,2.527664355001929,Low Engagement Customers
Christopher Wolf,27,,1,20.0,,0,0,-0.5305594931390021,0.48420350559295794,Low Engagement Customers
Christopher Wolfe,51,2.0,1,17.0,13.0,0,0,-0.4591607542867405,1.6411018458346658,Low Engagement Customers
Christopher Wood,30,,1,14.0,,1,1,0.9951985968519691,-0.3420020513607738,High Value Satisfied Customers
Christopher Woodard,24,3.0,1,1.0,6.0,0,4,-0.7473549089277436,-2.1746190867920774,
Christy Burke,69,2.0,1,5.0,8.0,0,3,-0.68885776010244,0.2306711730117481,
Christy Chapman,19,,1,18.0,,1,1,1.0061605610996232,-0.21827206671050028,High Value Satisfied Customers
Christy Guzman,31,,1,6.0,,0,4,-0.5414249158969177,-0.8333066804751189,
Christy Johnson,44,1.0,1,11.0,12.0,0,7,-0.48995656439738555,1.3061576574621754,
Christy Phillips,61,,1,12.0,,0,3,-0.562049144106962,0.5443801414374959,
Christy Reed,23,,1,,,1,1,0.9993163447514226,-0.7919435417175853,High Value Satisfied Customers
Christy Walker,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Cindy Black,21,2.0,1,18.0,19.0,0,7,-0.18417618238025116,1.7590768394091594,
Cindy Carey,62,,1,17.0,,0,0,-0.5601045560033622,1.0771792827411715,Low Engagement Customers
Cindy Cervantes,24,,1,0.0,,0,4,-0.5391349890927891,-1.6213566758596538,
Cindy Garza,33,1.0,1,15.0,20.0,1,7,1.3864742242926709,2.182880182827533,
Cindy Hale,70,3.0,1,6.0,23.0,0,7,-0.07146967514051107,1.7377801961041854,
Cindy Huynh,22,2.0,1,18.0,20.0,0,7,-0.1432196726869284,1.915652215659398,
Cindy Klein,31,4.0,1,7.0,8.0,0,2,-0.6748054455843882,-1.708735905931439,Frequent Support Users
Cindy Martinez,59,,1,,,0,3,-0.5608204212472517,0.42548567290777034,
Cindy Odonnell,28,,1,,,0,4,-0.5361089715262347,-0.3692422237170325,
Cindy Reeves,35,,1,15.0,,0,4,-0.5396783730970908,0.18213181814809598,
Cindy Rose,22,,1,12.0,,0,4,-0.5309605460708439,-0.4554388252840305,
Cindy Ruiz,46,,1,6.0,,0,3,-0.5533820689877323,-0.4487609240437626,
Cindy Thomas,48,,1,,,0,3,-0.5520518423139876,0.14348545152477576,
Cindy Vega,49,,1,12.0,,0,3,-0.5524834216343103,0.2367435362924108,
Cindy Ward,28,,1,,,0,4,-0.5361089715262347,-0.3692422237170325,
Cindy Young,42,3.0,1,7.0,1.0,0,2,-0.9671816808286883,-1.759263832465289,Frequent Support Users
Cindy Yu,50,2.0,1,20.0,0.0,0,0,-0.9995160637867956,0.21755621425160018,Low Engagement Customers
Claire Long MD,59,,1,,,0,3,-0.5608204212472517,0.42548567290777034,
Clarence David,48,1.0,1,4.0,17.0,0,7,-0.2882152966915666,1.3533702943930588,
Claudia Delgado,59,,1,23.0,,0,0,-0.5544230474136143,1.6088654405048024,Low Engagement Customers
Claudia Miller,47,2.0,1,11.0,16.0,0,7,-0.3340012984026437,1.3227779792008465,
Claudia Phillips,43,2.0,1,15.0,9.0,0,0,-0.6208949115596759,0.7093897027687158,Low Engagement Customers
Claudia Smith,65,,1,17.0,,0,3,-0.5624959866215251,1.1540884340274427,
Clayton Clark,32,3.0,1,22.0,9.0,1,1,0.9144837739365529,0.25885314325364694,High Value Satisfied Customers
Clayton Vaughn,62,,1,,,1,1,0.9682277467153044,0.20787542500394085,High Value Satisfied Customers
Clayton Wolf,61,,1,14.0,,0,3,-0.560952451449767,0.7472452444541299,
Clifford Frey MD,51,,1,13.0,,0,3,-0.5535293623844881,0.3894488553249087,
Clifford James,24,3.0,1,18.0,0.0,0,0,-0.9885549407378486,-1.2358996660795774,Low Engagement Customers
Clinton Golden,66,,1,12.0,,0,3,-0.5660348618039003,0.6725620602479478,
Cody Bailey,30,1.0,1,21.0,7.0,0,0,-0.6820813577235354,1.3068788374353388,Low Engagement Customers
Cody Bell,52,,1,14.0,,1,1,0.9776614389854408,0.22199839140521538,High Value Satisfied Customers
Cody Clark,25,,1,3.0,,0,4,-0.5382870936463843,-1.2914226375726123,
Cody Combs,60,,1,8.0,,0,3,-0.5634453858819644,0.1130135516421373,
Cody Ewing,63,,1,,,0,3,-0.5640089954048023,0.5280312079561321,
Cody George,48,,1,23.0,,0,0,-0.5456544684803502,1.3268652191218078,Low Engagement Customers
Cody Horne,50,1.0,1,23.0,18.0,0,7,-0.23763735029427896,3.4628005330634113,
Cody Martin,49,,1,9.0,,0,3,-0.5541284606201028,-0.0675541182325403,
Cody Phillips,28,,1,,,0,4,-0.5361089715262347,-0.3692422237170325,
Cody Schmidt,67,,1,,,0,3,-0.5671975695623529,0.6305767430044937,
Cody Smith,55,,1,,,0,3,-0.5576318470897011,0.32294013785940867,
Cody Torres,63,,1,,,0,3,-0.5640089954048023,0.5280312079561321,
Cody Wilson,41,,1,,,0,4,-0.5464718375382741,-0.03596923480985717,
Cody Wright,34,,1,9.0,,1,1,0.989268291051431,-0.7466192738539972,High Value Satisfied Customers
Cole Morgan,46,3.0,1,22.0,1.0,1,1,0.5692945385234427,-0.42974942398227256,High Value Satisfied Customers
Colin Harris,35,,1,,,0,4,-0.5416889763019482,-0.18978753738239967,
Colin Padilla,32,,1,7.0,,0,4,-0.5416737131077077,-0.7062377452047114,
Colin Robinson,27,2.0,1,14.0,23.0,0,7,-0.024137816000125406,2.0309209059010267,
Colin Ryan,38,,1,13.0,,0,4,-0.5431664963724486,0.05617586641773324,
Colleen Bryan,57,,1,,,1,1,0.9722134644122427,0.0796935061934888,High Value Satisfied Customers
Colleen Garcia,21,,1,2.0,,0,4,-0.5356468658174312,-1.495400724129291,
Colleen Gomez,57,,1,,,0,3,-0.5592261341684764,0.37421290538358953,
Colleen Green,55,3.0,1,18.0,14.0,0,0,-0.42871524520092,1.3919741253792999,Low Engagement Customers
Colleen Patel,45,2.0,1,6.0,22.0,0,7,-0.08462682357059338,1.5499764090639698,
Colleen Robinson,18,5.0,1,9.0,7.0,0,2,-0.7137674564658011,-2.5541275838103212,Frequent Support Users
Colleen Roy,46,,1,13.0,,1,1,0.9818959538931692,-0.03325246267564416,High Value Satisfied Customers
Collin Sanchez,43,4.0,1,8.0,11.0,0,4,-0.5585618620303112,-0.9068497718135925,
Colton Carson,56,,1,20.0,,0,0,-0.5536766557812438,1.22765863469358,Low Engagement Customers
Colton Dean,34,,1,16.0,,1,1,0.9931067153516134,-0.03659141329577806,High Value Satisfied Customers
Colton Pacheco,53,,1,3.0,,0,3,-0.5606071127492384,-0.5736038922340808,
Colton Roberts,50,,1,,,1,1,0.9777934691879562,-0.09976118014114416,High Value Satisfied Customers
Connie Bennett,59,,1,,,1,1,0.9706191773334674,0.1309662737176696,High Value Satisfied Customers
Connie Christian,21,1.0,1,4.0,7.0,0,4,-0.6842289534552041,-0.6482019920648643,
Connie Davis,42,,1,,,1,1,0.9841706175030573,-0.3048522502378675,High Value Satisfied Customers
Connie Ferguson,35,,1,20.0,,0,0,-0.5369366414541032,0.6892945756896812,Low Engagement Customers
Connie Obrien,58,,1,,,0,3,-0.5600232777078641,0.3998492891456799,
Connie Steele,40,,1,,,0,4,-0.5456746939988865,-0.06160561857194756,
Connie Tapia,31,,1,,,1,1,0.9929391964363214,-0.5868524716208621,High Value Satisfied Customers
Corey Barnes,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Corey Gates,44,1.0,1,11.0,3.0,1,1,0.66570015508894,-0.16681267412125894,High Value Satisfied Customers
Corey Hanna,35,,1,12.0,,0,4,-0.5413234120828833,-0.12216583637685506,
Corey Klein PhD,26,3.0,1,11.0,4.0,0,4,-0.8269730391859648,-1.370898789161023,
Corey Miller,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Cory Black,46,2.0,1,5.0,8.0,0,3,-0.6705234586965242,-0.3589656535163314,
Cory Francis,46,,1,,,1,1,0.9809820433455068,-0.20230671518950583,High Value Satisfied Customers
Cory Rodgers,57,,1,,,0,3,-0.5592261341684764,0.37421290538358953,
Cory Soto,54,,1,21.0,,1,1,0.979905576206848,0.9832990194876154,High Value Satisfied Customers
Cory Sutton,62,,1,,,0,3,-0.5632118518654147,0.5023948241940417,
Courtney Adams,28,3.0,1,14.0,10.0,1,1,0.955039230698034,-0.5242138113731026,High Value Satisfied Customers
Courtney Armstrong,34,,1,2.0,,0,4,-0.5460097318294705,-1.1621277352221155,
Courtney Carter,22,,2,15.0,,1,5,3.631847733091037,-0.4269655014683824,
Courtney Chambers,38,,1,21.0,,0,0,-0.5387797257436687,0.8676362784842694,Low Engagement Customers
Courtney Christensen,21,,1,,,0,4,-0.5305289667505212,-0.5486969100516654,
Courtney Gallagher,43,1.0,1,19.0,17.0,0,7,-0.2760043840656659,2.746676648207362,
Courtney Guerrero,26,5.0,1,5.0,0.0,1,2,0.516826035856454,-3.9658590663540045,Frequent Support Users
Courtney Jones,41,4.0,1,7.0,0.0,0,2,-1.0168061068399479,-2.49988400821572,Frequent Support Users
Courtney King,34,,1,15.0,,1,1,0.992558369023016,-0.1380239648040951,High Value Satisfied Customers
Courtney Larson,52,,1,,,0,3,-0.5552404164715382,0.2460309865731374,
Courtney Mcneil,40,,1,,,1,1,0.9857649045818326,-0.3561250177620483,High Value Satisfied Customers
Courtney Mendoza,62,,1,17.0,,0,0,-0.5601045560033622,1.0771792827411715,Low Engagement Customers
Courtney Morgan,30,,1,,,0,4,-0.53770325860501,-0.3179694561928517,
Courtney Neal,27,,1,16.0,,1,1,0.998686720127327,-0.21604609963041096,High Value Satisfied Customers
Courtney Shaw,41,5.0,1,10.0,21.0,0,6,-0.1470022662851738,-0.029912310939850407,
Courtney Singleton,56,,1,11.0,,0,3,-0.5586117727386213,0.3147656711187267,
Courtney Walsh,64,,1,14.0,,0,3,-0.56334388206793,0.8241543957404011,
Craig Anthony,35,,1,,,1,1,0.9897506222787709,-0.4843069365725004,High Value Satisfied Customers
Craig Brown,58,,1,,,1,1,0.971416320872855,0.10532988995557918,High Value Satisfied Customers
Craig Forbes,62,3.0,1,14.0,5.0,0,3,-0.8122715143854171,-0.012752326712668684,
